단계,유형,type,단계_순서,힌트내용
4,C,본문제,6,5단계에서 구한 [RED: x]의 값이 바로 문제의 답이에요. 구한 값을 써보세요.
4,C,유사문제1,1,문제의 마지막 문장에서 무엇을 구하라고 했는지 다시 확인해보세요.
4,C,유사문제1,2,이 문제에서는 1단계에서 확인한 ‘구해야 하는 것’을 [RED: x]로 정해보세요.
4,C,유사문제1,3,"‘시간 = 거리÷속력’ 공식을 이용해요. 거리가 [RED: x] km이고 갈 때 속력이 시속 3 km이므로, 걸린 시간은 [RED: x]÷3으로 구해요. 올 때 속력은 시속 6 km이므로, 걸린 시간은 [RED: x]÷6으로 구해요. 각각 분수로 나타내보세요."
4,C,유사문제1,4,"시속 3 km로 갈 때 걸린 시간은 [RED: x]/3, 시속 6 km로 올 때 걸린 시간은 [RED: x]/6이에요. 갈 때 걸린 시간과 올 때 걸린 시간을 더하면 3과 같아요. 이를 이용하여 식을 만들어보세요."
4,C,유사문제1,6,5단계에서 구한 [RED: x]의 값이 바로 문제의 답이에요. 구한 값을 써보세요.
4,D,본문제,1,문제의 마지막 문장에서 무엇을 구하라고 했는지 다시 확인해보세요.
4,D,본문제,2,이 문제에서는 1단계에서 확인한 ‘구해야 하는 것’을 [RED: x]로 정해보세요.
4,D,본문제,3,"‘시간 = 거리÷속력’ 공식을 이용해요. 집에서 공원까지의 거리가 [RED: x] km이고 갈 때 속력이 시속 4 km이므로, 걸린 시간은 [RED: x]÷4로 구해요. 올 때 속력은 시속 3 km이므로, 걸린 시간은 [RED: x]÷3으로 구해요. 각각 분수로 나타내보세요."
4,D,본문제,4,"속력이 시속으로 주어졌으므로 시간의 단위를 ‘분’이 아닌 ‘시간’으로 통일해야 해요. 그래서 1시간 10분을 시간 단위로 바꾸면 7/6시간이에요. 시속 4 km로 갈 때 걸린 시간은 [RED: x]/4, 시속 3 km로 올 때 걸린 시간은 [RED: x]/3이에요. 갈 때 걸린 시간과 올 때 걸린 시간을 더하면 7/6과 같아요. 이를 이용하여 식을 만들어보세요."
4,D,본문제,6,5단계에서 구한 [RED: x]의 값이 바로 문제의 답이에요. 구한 값을 써보세요.
4,D,유사문제1,1,문제의 마지막 문장에서 무엇을 구하라고 했는지 다시 확인해보세요.
4,D,유사문제1,2,이 문제에서는 1단계에서 확인한 ‘구해야 하는 것’을 [RED: x]로 정해보세요.
4,D,유사문제1,3,"‘시간 = 거리÷속력’ 공식을 이용해요. 학교에서 체육관까지의 거리가 [RED: x] km이고 갈 때 속력이 시속 5 km이므로, 걸린 시간은 [RED: x]÷5로 구해요. 올 때 속력은 시속 4 km이므로, 걸린 시간은 [RED: x]÷4로 구해요. 각각 분수로 나타내보세요."
4,D,유사문제1,4,"속력이 시속으로 주어졌으므로 시간의 단위를 ‘분’이 아닌 ‘시간’으로 통일해야 해요. 그래서 1시간 48분을 시간 단위로 바꾸면 9/5시간이에요. 시속 5 km로 갈 때 걸린 시간은 [RED: x]/5, 시속 4 km로 올 때 걸린 시간은 [RED: x]/4이에요. 갈 때 걸린 시간과 올 때 걸린 시간을 더하면 9/5와 같아요. 이를 이용하여 식을 만들어보세요."
4,D,유사문제1,6,5단계에서 구한 [RED: x]의 값이 바로 문제의 답이에요. 구한 값을 써보세요.
4,E,본문제,1,문제의 마지막 문장에서 무엇을 구하라고 했는지 다시 확인해보세요.
4,E,본문제,2,이 문제에서는 1단계에서 확인한 ‘구해야 하는 것’을 [RED: x]로 정해보세요.
4,E,본문제,3,"전체 거리 8 km에서 달린 거리 [RED: x] km를 빼면 걸은 거리는 (8-[RED: x]) km예요. 그다음 ‘시간 = 거리÷속력’ 공식을 이용해요. 시속 5 km로 (8-[RED: x]) km 걸었을 때 걸린 시간은 (8-[RED: x])÷5, 시속 6 km로 [RED: x] km 달렸을 때 걸린 시간은 [RED: x]÷6으로 구해요. 각각 분수로 나타내보세요."
4,E,본문제,4,"속력이 시속으로 주어졌으므로 시간의 단위를 ‘분’이 아닌 ‘시간’으로 통일해야 해요. 그래서 1시간 30분을 시간 단위로 바꾸면 3/2시간이에요. 시속 5 km로 걸을 때 걸린 시간은 (8-[RED: x])/5, 시속 6 km로 달릴 때 걸린 시간은 [RED: x]/6이에요. 걸을 때 걸린 시간과 달릴 때 걸린 시간을 더하면 3/2과 같아요. 이를 이용하여 식을 만들어보세요."
4,E,본문제,6,5단계에서 구한 [RED: x]의 값이 바로 문제의 답이에요. 구한 값을 써보세요.
4,E,유사문제1,1,문제의 마지막 문장에서 무엇을 구하라고 했는지 다시 확인해보세요.
4,E,유사문제1,2,이 문제에서는 1단계에서 확인한 ‘구해야 하는 것’을 [RED: x]로 정해보세요.
4,E,유사문제1,3,"전체 거리 10 km에서 달린 거리 [RED: x] km를 빼면 걸은 거리는 (10-[RED: x]) km예요. 그다음 ‘시간 = 거리÷속력’ 공식을 이용해요. 시속 4 km로 (10-[RED: x]) km 걸었을 때 걸린 시간은 (10-[RED: x])÷4, 시속 6 km로 [RED: x] km 달렸을 때 걸린 시간은 [RED: x]÷6으로 구해요. 각각 분수로 나타내보세요."
4,E,유사문제1,4,"시속 4 km로 걸을 때 걸린 시간은 (10-[RED: x])/4, 시속 6 km로 달릴 때 걸린 시간은 [RED: x]/6이에요. 걸을 때 걸린 시간과 달릴 때 걸린 시간을 더하면 2와 같아요. 이를 이용하여 식을 만들어보세요."
4,E,유사문제1,6,5단계에서 구한 [RED: x]의 값이 바로 문제의 답이에요. 구한 값을 써보세요.
5,A,본문제,1,문제의 마지막 문장에서 무엇을 구하라고 했는지 다시 확인해보세요.
5,A,본문제,2,이 문제에서는 1단계에서 확인한 ‘구해야 하는 것’을 [RED: x]로 정해보세요.
5,A,본문제,3,"학생 수가 [RED: x]명이에요. 한 사람에게 사탕을 4개씩 주고 7개가 남으면, 전체 사탕 수는 4[RED: x]에 7을 더해서 나타내보세요. 한 사람에게 사탕을 5개씩 주고 3개가 부족하면, 전체 사탕 수는 5[RED: x]에서 3을 빼서 나타내보세요."
5,A,본문제,4,"한 학생에게 사탕을 4개씩 주면 7개가 남는 경우의 사탕 수는 4[RED: x]+7, 5개씩 주면 3개가 부족한 경우의 사탕 수는 5[RED: x]-3이에요. 배부 방식에 상관없이 전체 사탕 수 4[RED: x]+7과 5[RED: x]-3은 같아요. 이를 이용하여 식을 만들어보세요."
5,A,본문제,6,5단계에서 구한 [RED: x]의 값이 바로 문제의 답이에요. 구한 값을 써보세요.
5,A,유사문제1,1,문제의 마지막 문장에서 무엇을 구하라고 했는지 다시 확인해보세요.
5,A,유사문제1,2,이 문제에서는 1단계에서 확인한 ‘구해야 하는 것’을 [RED: x]로 정해보세요.
5,A,유사문제1,3,"학생 수가 [RED: x]명이에요. 한 사람에게 초콜릿을 3개씩 주고 8개가 남으면, 전체 초콜릿 수는 3[RED: x]에 8을 더해서 나타내보세요. 한 사람에게 초콜릿을 4개씩 주고 2개가 부족하면, 전체 초콜릿 수는 4[RED: x]에서 2를 빼서 나타내보세요."
5,A,유사문제1,4,"한 학생에게 초콜릿을 3개씩 주면 8개가 남는 경우의 초콜릿 수는 3[RED: x]+8, 4개씩 주면 2개가 부족한 경우의 초콜릿 수는 4[RED: x]-2예요. 배부 방식에 상관없이 전체 초콜릿 수 3[RED: x]+8과 4[RED: x]-2는 같아요. 이를 이용하여 식을 만들어보세요."
5,A,유사문제1,6,5단계에서 구한 [RED: x]의 값이 바로 문제의 답이에요. 구한 값을 써보세요.
5,B,본문제,1,문제의 마지막 문장에서 무엇을 구하라고 했는지 다시 확인해보세요.
5,B,본문제,2,이 문제에서는 1단계에서 확인한 ‘구해야 하는 것’을 [RED: x]로 정해보세요.
5,B,본문제,3,"‘시간 = 거리÷속력’ 공식을 이용해요. 집과 도서관 사이의 거리가 [RED: x] km이므로, 시속 3 km로 갈 때 걸린 시간은 [RED: x]÷3, 시속 4 km로 올 때 걸린 시간은 [RED: x]÷4로 구해요. 각각 분수로 나타내보세요."
5,B,본문제,4,속력이 시속으로 주어졌으므로 20분을 시간으로 바꾸면 1/3시간이에요. 시속 3 km로 갈 때 걸린 시간 [RED: x]/3은 시속 4 km로 올 때 걸린 시간 [RED: x]/4보다 1/3시간 더 길어요. 이를 이용하여 식을 만들어보세요.
5,B,본문제,6,5단계에서 구한 [RED: x]의 값이 바로 문제의 답이에요. 구한 값을 써보세요.
5,B,유사문제1,1,문제의 마지막 문장에서 무엇을 구하라고 했는지 다시 확인해보세요.
5,B,유사문제1,2,이 문제에서는 1단계에서 확인한 ‘구해야 하는 것’을 [RED: x]로 정해보세요.
5,B,유사문제1,3,"‘시간 = 거리÷속력’ 공식을 이용해요. 집과 체육관 사이의 거리가 [RED: x] km이므로, 시속 4 km로 갈 때 걸린 시간은 [RED: x]÷4, 시속 6 km로 올 때 걸린 시간은 [RED: x]÷6으로 구해요. 각각 분수로 나타내보세요."
5,B,유사문제1,4,속력이 시속으로 주어졌으므로 20분을 시간으로 바꾸면 1/3시간이에요. 시속 4 km로 갈 때 걸린 시간 [RED: x]/4는 시속 6 km로 올 때 걸린 시간 [RED: x]/6보다 1/3시간 더 길어요. 이를 이용하여 식을 만들어보세요.
5,B,유사문제1,6,5단계에서 구한 [RED: x]의 값이 바로 문제의 답이에요. 구한 값을 써보세요.
5,C,본문제,1,문제의 마지막 문장에서 무엇을 구하라고 했는지 다시 확인해보세요.
5,C,본문제,2,"이 문제에서는 1단계에서 확인한 ‘구해야 하는 것’이 전체 학생 수예요. 하지만 문제에서는 학생을 한 방에 6명씩 배정하면 4명이 남는다는 조건이 주어져 있어요. 방의 개수를 알면 이 조건을 이용해 전체 학생 수를 쉽게 구할 수 있으므로, 사용한 방의 개수를 [RED: x]로 정해보세요."
5,C,본문제,3,"방의 개수가 [RED: x]개예요. 한 방에 6명씩 배정하고 4명이 남으면, 전체 학생 수는 6[RED: x]에 4를 더해서 나타내보세요. 한 방에 7명씩 배정할 때는 방을 1개 적게 사용하고 5명이 남으므로, 전체 학생 수는 7([RED: x]-1)에 5를 더해서 나타내보세요."
5,C,본문제,4,"한 방에 6명씩 배정하고 4명이 남는 경우의 전체 학생 수는 6[RED: x]+4, 한 방에 7명씩 배정하고 5명이 남으며 방을 1개 적게 사용하는 경우의 전체 학생 수는 7([RED: x]-1)+5예요. 배정 방식에 상관없이 전체 학생 수 6[RED: x]+4와 7([RED: x]-1)+5는 같아요. 이를 이용하여 식을 만들어보세요."
5,C,본문제,6,5단계에서 구한 [RED: x]의 값 6은 방의 개수예요. 6을 전체 학생 수를 나타내는 식 6[RED: x]+4에 넣어 계산해보세요.
5,C,유사문제1,1,문제의 마지막 문장에서 무엇을 구하라고 했는지 다시 확인해보세요.
5,C,유사문제1,2,"이 문제에서는 1단계에서 확인한 ‘구해야 하는 것’이 전체 학생 수예요. 하지만 문제에서는 학생을 한 방에 5명씩 배정하면 3명이 남는다는 조건이 주어져 있어요. 방의 개수를 알면 이 조건을 이용해 전체 학생 수를 쉽게 구할 수 있으므로, 사용한 방의 개수를 [RED: x]로 정해보세요."
5,C,유사문제1,3,"방의 개수가 [RED: x]개예요. 한 방에 5명씩 배정하고 3명이 남으면, 전체 학생 수는 5[RED: x]에 3을 더해서 나타내보세요. 한 방에 6명씩 배정할 때는 방을 1개 적게 사용하고 4명이 남으므로, 전체 학생 수는 6([RED: x]-1)에 4를 더해서 나타내보세요."
5,C,유사문제1,4,"한 방에 5명씩 배정하고 3명이 남는 경우의 전체 학생 수는 5[RED: x]+3, 한 방에 6명씩 배정하고 4명이 남으며 방을 1개 적게 사용하는 경우의 전체 학생 수는 6([RED: x]-1)+4예요. 배정 방식에 상관없이 전체 학생 수 5[RED: x]+3과 6([RED: x]-1)+4는 같아요. 이를 이용하여 식을 만들어보세요."
5,C,유사문제1,6,5단계에서 구한 [RED: x]의 값 5는 방의 개수예요. 5를 전체 학생 수를 나타내는 식 5[RED: x]+3에 넣어 계산해보세요.
5,D,본문제,1,문제의 마지막 문장에서 무엇을 구하라고 했는지 다시 확인해보세요.
5,D,본문제,2,이 문제에서는 1단계에서 확인한 ‘구해야 하는 것’을 [RED: x]로 정해보세요.
5,D,본문제,3,"동생이 형보다 20분 먼저 출발했으므로, 동생이 걸은 시간은 형이 걸은 [RED: x]시간보다 20분 더 길어요. 20분을 시간 단위로 바꾼 뒤 [RED: x]에 더해보세요."
5,D,본문제,4,"형이 이동한 시간은 [RED: x]시간, 동생이 이동한 시간은 [RED: x]+1/3시간이에요. ‘거리 = 속력×시간’ 공식을 이용하면, 형이 이동한 거리는 6[RED: x], 동생이 이동한 거리는 4([RED: x]+1/3)이에요. 두 사람이 만났으므로 두 사람이 이동한 거리는 같아요. 이를 이용하여 식을 만들어보세요."
5,D,본문제,6,5단계에서 구한 [RED: x]의 값이 바로 문제의 답이에요. 구한 값을 써보세요.
5,D,유사문제1,1,문제의 마지막 문장에서 무엇을 구하라고 했는지 다시 확인해보세요.
5,D,유사문제1,2,이 문제에서는 1단계에서 확인한 ‘구해야 하는 것’을 [RED: x]로 정해보세요.
5,D,유사문제1,3,"동생이 형보다 30분 먼저 출발했으므로, 동생이 걸은 시간은 형이 걸은 [RED: x]시간보다 30분 더 길어요. 30분을 시간 단위로 바꾼 뒤 [RED: x]에 더해보세요."
5,D,유사문제1,4,"형이 이동한 시간은 [RED: x]시간, 동생이 이동한 시간은 [RED: x]+1/2시간이에요. ‘거리 = 속력×시간’ 공식을 이용하면, 형이 이동한 거리는 6[RED: x], 동생이 이동한 거리는 3([RED: x]+1/2)이에요. 두 사람이 만났으므로 두 사람이 이동한 거리는 같아요. 이를 이용하여 식을 만들어보세요."
5,D,유사문제1,6,5단계에서 구한 [RED: x]의 값이 바로 문제의 답이에요. 구한 값을 써보세요.
5,E,본문제,1,문제의 마지막 문장에서 무엇을 구하라고 했는지 다시 확인해보세요.
5,E,본문제,2,"이 문제에서는 1단계에서 확인한 ‘구해야 하는 것’이 지역 C에 사는 학생 수예요. 하지만 지역 C에 사는 학생 수는 전체 학생 수의 3/10이라고 주어져 있어요. 전체 학생 수를 알면 이 조건을 이용해 지역 C에 사는 학생 수를 쉽게 구할 수 있으므로, 전체 학생 수를 [RED: x]로 정해보세요."
5,E,본문제,3,"전체 학생 수가 [RED: x]명이에요. 지역 A 학생 수는 전체의 1/4, 지역 B 학생 수는 전체의 1/5, 지역 C 학생 수는 전체의 3/10이에요. 각각 [RED: x]에 해당 분수를 곱해서 나타내보세요."
5,E,본문제,4,"지역 A의 학생 수는 1/4×[RED: x], 지역 B의 학생 수는 1/5×[RED: x], 지역 C의 학생 수는 3/10×[RED: x], 지역 D의 학생 수는 5명이에요. 네 지역의 학생 수를 모두 더하면 전체 학생 수 [RED: x]와 같아요. 이를 이용하여 식을 만들어보세요."
5,E,본문제,6,5단계에서 구한 [RED: x]의 값 20은 전체 학생 수예요. 20을 지역 C의 학생 수를 나타내는 식 3/10×[RED: x]에 넣어 계산해보세요.
5,E,유사문제1,1,문제의 마지막 문장에서 무엇을 구하라고 했는지 다시 확인해보세요.
5,E,유사문제1,2,"이 문제에서는 1단계에서 확인한 ‘구해야 하는 것’이 지역 C에 사는 학생 수예요. 하지만 지역 C에 사는 학생 수는 전체 학생 수의 1/6이라고 주어져 있어요. 전체 학생 수를 알면 이 조건을 이용해 지역 C에 사는 학생 수를 쉽게 구할 수 있으므로, 전체 학생 수를 [RED: x]로 정해보세요."
5,E,유사문제1,3,"전체 학생 수가 [RED: x]명이에요. 지역 A 학생 수는 전체의 1/3, 지역 B 학생 수는 전체의 1/4, 지역 C 학생 수는 전체의 1/6이에요. 각각 [RED: x]에 해당 분수를 곱해서 나타내보세요."
5,E,유사문제1,4,"지역 A의 학생 수는 1/3×[RED: x], 지역 B의 학생 수는 1/4×[RED: x], 지역 C의 학생 수는 1/6×[RED: x], 지역 D의 학생 수는 6명이에요. 네 지역의 학생 수를 모두 더하면 전체 학생 수 [RED: x]와 같아요. 이를 이용하여 식을 만들어보세요."
5,E,유사문제1,6,5단계에서 구한 [RED: x]의 값 24는 전체 학생 수예요. 24를 지역 C의 학생 수를 나타내는 식 1/6×[RED: x]에 넣어 계산해보세요.
6,A,본문제,1,문제의 마지막 문장에서 무엇을 구하라고 했는지 다시 확인해보세요.
6,A,본문제,2,이 문제에서는 1단계에서 확인한 ‘구해야 하는 것’을 [RED: x]로 정해보세요.
6,A,본문제,3,"‘거리 = 속력×시간’ 공식을 이용해요. 두 사람이 다시 만나는 데 걸린 시간이 [RED: x]분이에요. 
지호는 분속 80 m로 걸으므로 지호가 간 거리는 80[RED: x]로 나타내보세요. 
세은이는 분속 60 m로 걸으므로 세은이가 간 거리는 60[RED: x]로 나타내보세요."
6,A,본문제,4,"속력이 분속 80 m로 주어졌으므로 거리의 단위를 m로 통일하면 1 km는 1000 m예요.

지호가 걸은 거리는 80[RED: x], 세은이가 걸은 거리는 60[RED: x]예요.

지호가 더 빨리 걷기 때문에, 처음으로 다시 만날 때 지호가 걸은 거리는 세은이가 걸은 거리보다 산책로 한 바퀴의 길이 1000 m만큼 더 길어요. 이를 이용하여 식을 만들어보세요."
6,A,본문제,6,5단계에서 구한 [RED: x]의 값이 바로 문제의 답이에요. 구한 값을 써보세요.
6,A,유사문제1,1,문제의 마지막 문장에서 무엇을 구하라고 했는지 다시 확인해보세요.
6,A,유사문제1,2,이 문제에서는 1단계에서 확인한 ‘구해야 하는 것’을 [RED: x]로 정해보세요.
6,A,유사문제1,3,"‘거리 = 속력×시간’ 공식을 이용해요. 두 사람이 다시 만나는 데 걸린 시간이 [RED: x]분이에요. 
도윤이는 분속 90 m로 걸으므로 도윤이가 간 거리는 90[RED: x]로 나타내보세요. 
서아는 분속 60 m로 걸으므로 서아가 간 거리는 60[RED: x]로 나타내보세요."
6,A,유사문제1,4,"도윤이가 걸은 거리는 90[RED: x], 서아가 걸은 거리는 60[RED: x]예요.

도윤이가 더 빨리 걷기 때문에, 처음으로 다시 만날 때 도윤이가 걸은 거리는 서아가 걸은 거리보다 산책로 한 바퀴의 길이 900 m만큼 더 길어요. 이를 이용하여 식을 만들어보세요."
6,A,유사문제1,6,5단계에서 구한 [RED: x]의 값이 바로 문제의 답이에요. 구한 값을 써보세요.
6,B,본문제,1,문제의 마지막 문장에서 무엇을 구하라고 했는지 다시 확인해보세요.
6,B,본문제,2,이 문제에서는 1단계에서 확인한 ‘구해야 하는 것’을 [RED: x]로 정해보세요.
6,B,본문제,3,‘거리 = 속력×시간’ 공식을 이용해요. 두 사람이 만나는 데 걸린 시간이 [RED: x]분이에요. 현주는 분속 70 m로 걸으므로 현주가 간 거리는 70[RED: x]로 나타내보세요. 진수는 분속 50 m로 걸으므로 진수가 간 거리는 50[RED: x]로 나타내보세요.
6,B,본문제,4,"속력이 분속으로 주어졌으므로 거리의 단위를 m로 통일하면 2.4 km는 2400 m예요.

현주가 걸은 거리는 70[RED: x], 진수가 걸은 거리는 50[RED: x]예요.

두 사람이 서로 마주 보며 걷다가 만나므로 현주가 걸은 거리와 진수가 걸은 거리를 더하면 2400과 같아요. 이를 이용하여 식을 만들어보세요."
6,B,본문제,6,5단계에서 구한 [RED: x]의 값이 바로 문제의 답이에요. 구한 값을 써보세요.
6,B,유사문제1,1,문제의 마지막 문장에서 무엇을 구하라고 했는지 다시 확인해보세요.
6,B,유사문제1,2,이 문제에서는 1단계에서 확인한 ‘구해야 하는 것’을 [RED: x]로 정해보세요.
6,B,유사문제1,3,‘거리 = 속력×시간’ 공식을 이용해요. 두 사람이 만나는 데 걸린 시간이 [RED: x]분이에요. 유나는 분속 70 m로 걸으므로 유나가 간 거리는 70[RED: x]로 나타내보세요. 지훈이는 분속 50 m로 걸으므로 지훈이가 간 거리는 50[RED: x]로 나타내보세요.
6,B,유사문제1,4,"속력이 분속으로 주어졌으므로 거리의 단위를 m로 통일하면 1.8 km는 1800 m예요.

유나가 걸은 거리는 70[RED: x], 지훈이가 걸은 거리는 50[RED: x]예요.

두 사람이 서로 마주 보며 걷다가 만나므로 유나가 걸은 거리와 지훈이가 걸은 거리를 더하면 1800과 같아요. 이를 이용하여 식을 만들어보세요."
6,B,유사문제1,6,5단계에서 구한 [RED: x]의 값이 바로 문제의 답이에요. 구한 값을 써보세요.
6,C,본문제,1,문제의 마지막 문장에서 무엇을 구하라고 했는지 다시 확인해보세요.
6,C,본문제,2,이 문제에서는 1단계에서 확인한 ‘구해야 하는 것’을 [RED: x]로 정해보세요.
6,C,본문제,3,"‘속력 = 거리÷시간’ 공식을 이용해요. 기차가 터널을 완전히 빠져나가려면 ‘기차의 길이와 터널의 길이를 합한 거리’를 이동해야 해요. 
길이가 480 m인 터널을 완전히 통과할 때 속력은 (480+[RED: x]) m를 36초로 나누어 구해보세요. 
길이가 120 m인 다리를 완전히 통과할 때 속력은 (120+[RED: x]) m를 12초로 나누어 구해보세요."
6,C,본문제,4,"터널을 완전히 빠져나갈 때의 기차 속력은 ([RED: x]+480)/36, 다리를 완전히 빠져나갈 때의 기차 속력은 ([RED: x]+120)/12예요.

기차는 일정한 속력으로 달리므로 두 속력은 같아요. 이를 이용하여 식을 만들어보세요."
6,C,본문제,6,5단계에서 구한 [RED: x]의 값이 바로 문제의 답이에요. 구한 값을 써보세요.
6,C,유사문제1,1,문제의 마지막 문장에서 무엇을 구하라고 했는지 다시 확인해보세요.
6,C,유사문제1,2,이 문제에서는 1단계에서 확인한 ‘구해야 하는 것’을 [RED: x]로 정해보세요.
6,C,유사문제1,3,"‘속력 = 거리÷시간’ 공식을 이용해요. 기차가 터널을 완전히 빠져나가려면 ‘기차의 길이와 터널의 길이를 합한 거리’를 이동해야 해요. 
길이가 500 m인 터널을 완전히 통과할 때 속력은 (500+[RED: x]) m를 35초로 나누어 구해보세요. 
길이가 140 m인 다리를 완전히 통과할 때 속력은 (140+[RED: x]) m를 15초로 나누어 구해보세요."
6,C,유사문제1,4,"터널을 완전히 빠져나갈 때의 기차 속력은 ([RED: x]+500)/35, 다리를 완전히 빠져나갈 때의 기차 속력은 ([RED: x]+140)/15예요.

기차는 일정한 속력으로 달리므로 두 속력은 같아요. 이를 이용하여 식을 만들어보세요."
6,C,유사문제1,6,5단계에서 구한 [RED: x]의 값이 바로 문제의 답이에요. 구한 값을 써보세요.
6,D,본문제,1,문제의 마지막 문장에서 무엇을 구하라고 했는지 다시 확인해보세요.
6,D,본문제,2,"이 문제에서는 1단계에서 확인한 ‘구해야 하는 것’이 올해 남학생 수예요. 하지만 올해 남학생 수는 작년 남학생 수보다 5% 증가했다고 주어져 있어요. 작년 남학생 수를 알면 이 조건을 이용해 올해 남학생 수를 쉽게 구할 수 있으므로, 작년 남학생 수를 [RED: x]로 정해보세요."
6,D,본문제,3,"작년 전체 학생 수는 400명이고 작년 남학생 수는 [RED: x]명이므로, 작년 여학생 수는 400에서 [RED: x]를 빼서 나타내보세요. 
작년보다 늘어난 남학생 수는 작년 남학생 수의 5%이므로 [RED: x]에 0.05를 곱해서 나타내보세요. 
작년보다 줄어든 여학생 수는 작년 여학생 수의 3%이므로 (400-[RED: x])에 0.03을 곱해서 나타내보세요."
6,D,본문제,4,"작년보다 늘어난 남학생 수는 0.05[RED: x], 작년보다 줄어든 여학생 수는 0.03(400-[RED: x])명이에요.

늘어난 학생 수만큼 더하고, 줄어든 학생 수만큼 빼서 계산한 학생 수의 변화는 4명 증가와 같아요. 이를 이용하여 식을 만들어보세요."
6,D,본문제,6,"5단계에서 구한 [RED: x]의 값 200은 작년 남학생 수예요. 올해 남학생 수는 작년 남학생 수에 늘어난 남학생 수를 더해서 구할 수 있어요. 늘어난 남학생 수를 나타내는 식 0.05[RED: x]에 200을 넣어 계산한 후, 작년 남학생 수 200에 더해보세요."
6,D,유사문제1,1,문제의 마지막 문장에서 무엇을 구하라고 했는지 다시 확인해보세요.
6,D,유사문제1,2,"이 문제에서는 1단계에서 확인한 ‘구해야 하는 것’이 올해 남학생 수예요. 하지만 올해 남학생 수는 작년 남학생 수보다 6% 증가했다고 주어져 있어요. 작년 남학생 수를 알면 이 조건을 이용해 올해 남학생 수를 쉽게 구할 수 있으므로, 작년 남학생 수를 [RED: x]로 정해보세요."
6,D,유사문제1,3,"작년 전체 학생 수는 500명이고 작년 남학생 수는 [RED: x]명이므로, 작년 여학생 수는 500에서 [RED: x]를 빼서 나타내보세요. 
작년보다 늘어난 남학생 수는 작년 남학생 수의 6%이므로 [RED: x]에 0.06을 곱해서 나타내보세요. 
작년보다 줄어든 여학생 수는 작년 여학생 수의 2%이므로 (500-[RED: x])에 0.02를 곱해서 나타내보세요."
6,D,유사문제1,4,"작년보다 늘어난 남학생 수는 0.06[RED: x], 작년보다 줄어든 여학생 수는 0.02(500-[RED: x])명이에요.

늘어난 학생 수만큼 더하고, 줄어든 학생 수만큼 빼서 계산한 학생 수의 변화는 10명 증가와 같아요. 이를 이용하여 식을 만들어보세요."
6,D,유사문제1,6,"5단계에서 구한 [RED: x]의 값 250은 작년 남학생 수예요. 올해 남학생 수는 작년 남학생 수에 늘어난 남학생 수를 더해서 구할 수 있어요. 늘어난 남학생 수를 나타내는 식 0.06[RED: x]에 250을 넣어 계산한 후, 작년 남학생 수 250에 더해보세요."
6,E,본문제,1,문제의 마지막 문장에서 무엇을 구하라고 했는지 다시 확인해보세요.
6,E,본문제,2,이 문제에서는 1단계에서 확인한 ‘구해야 하는 것’을 [RED: x]로 정해보세요.
6,E,본문제,3,"전체 일의 양은 1이에요. 
은지는 혼자 12일 동안 일하면 전체 일을 완성하므로, 은지가 하루에 할 수 있는 일의 양은 1을 12로 나누어 구해보세요. 
미희는 혼자 18일 동안 일하면 전체 일을 완성하므로, 미희가 하루에 할 수 있는 일의 양은 1을 18로 나누어 구해보세요."
6,E,본문제,4,"은지가 하루에 할 수 있는 일의 양은 1/12, 미희가 하루에 할 수 있는 일의 양은 1/18이에요. 은지가 [RED: x]일 동안 한 일의 양은 1/12×[RED: x]이고, 미희는 은지보다 3일 더 일하므로 미희가 한 일의 양은 1/18×([RED: x]+3)이에요.

두 사람이 한 일의 양을 더하면 전체 일의 양 1과 같아요. 이를 이용하여 식을 만들어보세요."
6,E,본문제,6,5단계에서 구한 [RED: x]의 값이 바로 문제의 답이에요. 구한 값을 써보세요.
6,E,유사문제1,1,문제의 마지막 문장에서 무엇을 구하라고 했는지 다시 확인해보세요.
6,E,유사문제1,2,이 문제에서는 1단계에서 확인한 ‘구해야 하는 것’을 [RED: x]로 정해보세요.
6,E,유사문제1,3,"전체 일의 양은 1이에요. 
수진이는 혼자 10일 동안 일하면 전체 일을 완성하므로, 수진이가 하루에 할 수 있는 일의 양은 1을 10으로 나누어 구해보세요. 
민지는 혼자 15일 동안 일하면 전체 일을 완성하므로, 민지가 하루에 할 수 있는 일의 양은 1을 15로 나누어 구해보세요."
6,E,유사문제1,4,"수진이가 하루에 할 수 있는 일의 양은 1/10, 민지가 하루에 할 수 있는 일의 양은 1/15이에요. 수진이가 [RED: x]일 동안 한 일의 양은 1/10×[RED: x]이고, 민지는 수진이보다 5일 더 일하므로 민지가 한 일의 양은 1/15×([RED: x]+5)예요.

두 사람이 한 일의 양을 더하면 전체 일의 양 1과 같아요. 이를 이용하여 식을 만들어보세요."
6,E,유사문제1,6,5단계에서 구한 [RED: x]의 값이 바로 문제의 답이에요. 구한 값을 써보세요.
6,F,본문제,1,문제의 마지막 문장에서 무엇을 구하라고 했는지 다시 확인해보세요.
6,F,본문제,2,이 문제에서는 1단계에서 확인한 ‘구해야 하는 것’을 [RED: x]로 정해보세요.
