단계,유형,type,문제 텍스트,1/6문제,1/6정답,1/6선택정답,2/6문제,2/6정답,3/6문제,3/6정답,4/6문제,4/6정답,5/6문제,5/6정답,6/6문제,6/6정답,keyword,problemPrinciple,problemStrategy
3,E,본문제,"가로의 길이가 세로의 길이의 2배보다 4cm 짧은 직사각형이 있다. 둘레의 길이가 34cm일 때, 이 직사각형의 가로의 길이를 구하시오.","구해야하는 것은 무엇인가요?
① 직사각형의 넓이
② 직사각형의 둘레의 길이
③ 직사각형의 가로의 길이
④ 직사각형의 세로의 길이",직사각형의 가로의 길이,③,방정식을 쉽게 만들려면 무엇을 x로 정하면 좋을까요?,직사각형의 세로의 길이,“가로의 길이가 세로의 길이의 2배보다 4cm 짧다”를 이용하여 가로의 길이를 세로의 길이(x)를 사용한 식으로 표현해보자.,2x-4,"""직사각형의 둘레의 길이가 34 cm이면 가로와 세로의 길이의 합은 17 cm이다. 세로의 길이(x)와 가로의 길이(2x-4)의 합이 17 cm이다."" 이를 방정식으로 표현해보자.",x+2x-4=17,4단계에서 세운 방정식의 해를 구해봅시다.,x=7,5단계에서 구한 x의 값은 직사각형의 세로의 길이입니다. 가로의 길이는 세로의 길이의 2배보다 4 cm 짧습니다. 직사각형의 가로의 길이를 구해봅시다.,10cm,도형,직사각형의 둘레의 길이,"""직사각형의 둘레의 길이=2(가로의 길이 + 세로의 길이)"" 이다."
3,E,유사문제1,"가로의 길이가 세로의 길이의 2배보다 2cm 짧은 직사각형이 있다. 둘레의 길이가 50cm일 때, 이 직사각형의 가로의 길이를 구하시오.","구해야하는 것은 무엇인가요?
① 직사각형의 가로의 길이
② 직사각형의 세로의 길이
③ 직사각형의 둘레의 길이
④ 직사각형의 넓이",직사각형의 가로의 길이,①,방정식을 쉽게 만들려면 무엇을 x로 정하면 좋을까요?,직사각형의 세로의 길이,“가로의 길이가 세로의 길이의 2배보다 2cm 짧다”를 이용하여 가로의 길이를 세로의 길이(x)를 사용한 식으로 표현해보자.,2x-2,"""직사각형의 둘레의 길이가 50 cm이면 가로와 세로의 길이의 합은 25 cm이다. 세로의 길이(x)와 가로의 길이(2x-2)의 합이 25 cm이다."" 이를 방정식으로 표현해보자.",x+2x-2=25,4단계에서 세운 방정식의 해를 구해봅시다.,x=9,5단계에서 구한 x의 값은 직사각형의 세로의 길이입니다. 가로의 길이는 세로의 길이의 2배보다 2 cm 짧습니다. 직사각형의 가로의 길이를 구해봅시다.,16cm,도형,직사각형의 둘레의 길이,"""직사각형의 둘레의 길이=2(가로의 길이 + 세로의 길이)"" 이다."
4,A,본문제,"십의 자리의 숫자가 3인 두 자리 자연수가 있다. 이 자연수의 십의 자리의 숫자와 일의 자리의 숫자를 바꾼 수는 처음 수보다 36만큼 크다고 할 때, 처음 수를 구하시오.","구해야하는 것은 무엇인가요?
① 십의 자리의 숫자가 3인 두 자리 자연수
② 두 자리 자연수의 십의 자리 숫자
③ 두 자리 자연수의 일의 자리 숫자
④ 일의 자리의 숫자가 3인 두 자리 자연수",십의 자리의 숫자가 3인 두 자리 자연수,①,방정식을 쉽게 만들려면 무엇을 x로 정하면 좋을까요?,십의 자리의 숫자가 3인 두 자리 자연수의 일의 자리 숫자,"""십의 자리 숫자가 3이고 일의 자리 숫자가 x일 때, 처음 두 자리 자연수""를 x를 사용한 식으로 표현해보자.",30+x,"""십의 자리와 일의 자리 숫자를 바꾼 수는 처음 두 자리 자연수(30+x)보다 36만큼 크다."" 이를 방정식으로 표현해보자.",10x+3=30+x+36,4단계에서 세운 방정식의 해를 구해봅시다.,x=7,5단계에서 구한 x의 값은 일의 자리 숫자입니다. 십의 자리 숫자는 3입니다. 처음 두 자리 자연수를 구해봅시다.,37,자연수,두 자리 자연수 표현,"십의 자리 숫자가 x, 일의 자리 숫자가 3인 자연수는 ""10x + 3"" 으로 나타내보자"
4,A,유사문제1,"십의 자리의 숫자가 4인 두 자리 자연수가 있다. 이 자연수의 십의 자리의 숫자와 일의 자리의 숫자를 바꾼 수는 처음 수보다 27만큼 크다고 할 때, 처음 수를 구하시오.","구해야하는 것은 무엇인가요?
① 두 자리 자연수의 십의 자리 숫자
② 두 자리 자연수의 일의 자리 숫자
③ 십의 자리의 숫자가 4인 두 자리 자연수
④ 일의 자리의 숫자가 4인 두 자리 자연수",십의 자리의 숫자가 4인 두 자리 자연수,③,방정식을 쉽게 만들려면 무엇을 x로 정하면 좋을까요?,십의 자리의 숫자가 4인 두 자리 자연수의 일의 자리 숫자,"""십의 자리 숫자가 4이고 일의 자리 숫자가 x일 때, 처음 두 자리 자연수""를 x를 사용한 식으로 표현해보자.",40+x,"""십의 자리와 일의 자리 숫자를 바꾼 수는 처음 두 자리 자연수(40+x)보다 27만큼 크다."" 이를 방정식으로 표현해보자.",10x+4=40+x+27,4단계에서 세운 방정식의 해를 구해봅시다.,x=7,5단계에서 구한 x의 값은 일의 자리 숫자입니다. 십의 자리 숫자는 4입니다. 처음 두 자리 자연수를 구해봅시다.,47,자연수,두 자리 자연수 표현,"십의 자리 숫자가 x, 일의 자리 숫자가 4인 자연수는 ""10x + 4"" 로 나타내보자"
4,B,본문제,"가로의 길이가 4cm, 세로의 길이가 6cm인 직사각형이 있다. 이 직사각형의 가로의 길이를 5cm 늘리고, 세로의 길이를 몇 cm 늘렸더니 넓이가 처음 직사각형 넓이의 3배가 되었다. 이때 세로의 길이는 몇 cm 늘렸는지 구하시오.","구해야하는 것은 무엇인가요?
① 직사각형의 넓이
② 직사각형의 둘레의 길이
③ 4cm에서 늘린 가로의 길이
④ 6cm에서 늘린 세로의 길이",6cm에서 늘린 세로의 길이,④,방정식을 쉽게 만들려면 무엇을 x로 정하면 좋을까요?,6cm에서 늘린 세로의 길이,"""가로 4 cm, 세로 6 cm인 직사각형에서 가로를 5 cm, 세로를 x cm 늘렸을 때, 늘린 직사각형의 넓이""를 x를 사용한 식으로 표현해보자.",9(6+x),"""늘린 직사각형의 넓이 9(6+x)가 처음 직사각형의 넓이(24)의 3배가 된다."" 이를 방정식으로 표현해보자.",9(6+x)=3×24,4단계에서 세운 방정식의 해를 구해봅시다.,x=2,세로의 길이는 몇 cm 늘렸나요?,2cm,도형,직사각형의 넓이,"직사각형의 넓이는 ""가로 × 세로"" 이다"
4,B,유사문제1,"가로의 길이가 4cm, 세로의 길이가 4cm인 직사각형이 있다. 이 직사각형의 가로의 길이를 2cm 늘리고, 세로의 길이를 몇 cm 늘렸더니 넓이가 처음 직사각형 넓이의 3배가 되었다. 이때 세로의 길이는 몇 cm 늘렸는지 구하시오.","구해야하는 것은 무엇인가요?
① 4cm에서 늘린 가로의 길이
② 4cm에서 늘린 세로의 길이
③ 직사각형의 넓이
④ 직사각형의 둘레의 길이",4cm에서 늘린 세로의 길이,②,방정식을 쉽게 만들려면 무엇을 x로 정하면 좋을까요?,4cm에서 늘린 세로의 길이,"""가로 4 cm, 세로 4 cm인 직사각형에서 가로를 2 cm, 세로를 x cm 늘렸을 때, 늘린 직사각형의 넓이""를 x를 사용한 식으로 표현해보자.",6(4+x),"""늘린 직사각형의 넓이 6(4+x)가 처음 직사각형의 넓이(16)의 3배가 된다."" 이를 방정식으로 표현해보자.",6(4+x)=3×16,4단계에서 세운 방정식의 해를 구해봅시다.,x=4,세로의 길이는 몇 cm 늘렸나요?,4cm,도형,직사각형의 넓이,"직사각형의 넓이는 ""가로 × 세로"" 이다"
4,C,본문제,"집에서 학교까지 갈 때는 시속 2km, 같은 길을 되돌아올 때는 시속 3km로 걸어서 총 5시간이 걸렸다. 집에서 학교까지의 거리를 구하시오.","구해야하는 것은 무엇인가요?
① 집에서 학교까지 갈 때 걸은 속력
② 학교에서 집까지 올 때 걸은 속력
③ 집에서 학교까지 거리
④ 집에서 학교까지 갈 때 걸린 시간",집에서 학교까지 거리,③,방정식을 쉽게 만들려면 무엇을 x로 정하면 좋을까요?,집에서 학교까지 거리,"집에서 학교까지의 거리가 x km일 때, “시속 2 km로 갈 때 걸린 시간”과 “시속 3 km로 올 때 걸린 시간”을 각각 x를 사용한 식으로 표현해보자. (답 2개)
① 시속 2 km로 갈 때 걸린 시간
② 시속 3 km로 올 때 걸린 시간","x/2,
x/3","""시속 2 km로 갈 때 걸린 시간(x/2)과 시속 3 km로 올 때 걸린 시간(x/3)의 합이 5시간이다."" 이를 방정식으로 표현해보자.",x/2+x/3=5,4단계에서 세운 방정식의 해를 구해봅시다.,x=6,집에서 학교까지 거리는 몇 km인가요?,6km,산책,"거리, 시간, 속력의 관계","""시간 = 거리 ÷ 속력"" 관계를 생각하고 표나 그림으로 정리해보자"
4,C,유사문제1,"집에서 도서관까지 갈 때는 시속 3km, 같은 길을 되돌아올 때는 시속 6km로 걸어서 총 3시간이 걸렸다. 집에서 도서관까지의 거리를 구하시오.","구해야하는 것은 무엇인가요?
① 집에서 도서관까지 거리
② 집에서 도서관까지 갈 때 걸은 속력
③ 도서관에서 집으로 올 때 걸은 속력
④ 집에서 도서관까지 갈 때 걸린 시간",집에서 도서관까지 거리,①,방정식을 쉽게 만들려면 무엇을 x로 정하면 좋을까요?,집에서 도서관까지 거리,"집에서 도서관까지의 거리가 x km일 때, “시속 3 km로 갈 때 걸린 시간”과 “시속 6 km로 올 때 걸린 시간”을 각각 x를 사용한 식으로 표현해보자. (답 2개)
① 시속 3 km로 갈 때 걸린 시간
② 시속 6 km로 올 때 걸린 시간","x/3,
x/6","""시속 3 km로 갈 때 걸린 시간(x/3)과 시속 6 km로 올 때 걸린 시간(x/6)의 합이 3시간이다."" 이를 방정식으로 표현해보자.",x/3+x/6=3,4단계에서 세운 방정식의 해를 구해봅시다.,x=6,집에서 도서관까지의 거리는 몇 km인가요?,6km,산책,"거리, 시간, 속력의 관계","""시간 = 거리 ÷ 속력"" 관계를 생각하고 표나 그림으로 정리해보자"
4,D,본문제,"집에서 공원까지 갈 때는 시속 4km, 올 때는 같은 길을 시속 3km로 걸어서 총 1시간 10분이 걸렸다. 집에서 공원까지의 거리를 구하시오.","구해야하는 것은 무엇인가요?
① 집에서 공원까지 갈 때 걸린 시간
② 집에서 공원까지 거리
③ 공원에서 집으로 올 때 걸은 속력
④ 집에서 공원까지 갈 때 걸은 속력",집에서 공원까지 거리,②,방정식을 쉽게 만들려면 무엇을 x로 정하면 좋을까요?,집에서 공원까지 거리,"집에서 공원까지의 거리가 x km일 때, “시속 4 km로 갈 때 걸린 시간”과 “시속 3 km로 올 때 걸린 시간”을 각각 x를 사용한 식으로 표현해보자. (답 2개)
① 시속 4 km로 갈 때 걸린 시간
② 시속 3 km로 올 때 걸린 시간","x/4,
x/3","""시속 4 km로 갈 때 걸린 시간(x/4)과 시속 3 km로 올 때 걸린 시간(x/3)의 합이 1시간 10분이다."" 이를 방정식으로 표현해보자.",x/4+x/3=7/6,4단계에서 세운 방정식의 해를 구해봅시다.,x=2,집에서 공원까지 거리는 몇 km인가요?,2km,거리,"거리, 시간, 속력의 관계","""시간 = 거리 ÷ 속력"" 관계를 생각하고 표나 그림으로 정리해보자"
4,D,유사문제1,"학교에서 체육관까지 갈 때는 시속 5km, 올 때는 같은 길을 시속 4km로 걸어서 총 1시간 48분이 걸렸다. 학교에서 체육관까지의 거리를 구하시오.","구해야하는 것은 무엇인가요?
① 학교에서 체육관까지 갈 때 걸은 속력
② 체육관에서 학교까지 올 때 걸은 속력
③ 학교에서 체육관까지 거리
④ 학교에서 체육관까지 걸린 시간",학교에서 체육관까지 거리,③,방정식을 쉽게 만들려면 무엇을 x로 정하면 좋을까요?,학교에서 체육관까지 거리,"학교에서 체육관까지의 거리가 x km일 때, “시속 5 km로 갈 때 걸린 시간”과 “시속 4 km로 올 때 걸린 시간”을 각각 x를 사용한 식으로 표현해보자. (답 2개)
① 시속 5km로 갈 때 걸린 시간
② 시속 4km로 올 때 걸린 시간","x/5,
x/4","""시속 5 km로 갈 때 걸린 시간(x/5)과 시속 4 km로 올 때 걸린 시간(x/4)의 합이 1시간 48분이다."" 이를 방정식으로 표현해보자.",x/5+x/4=9/5,4단계에서 세운 방정식의 해를 구해봅시다.,x=4,학교에서 체육관까지의 거리는 몇 km인가요?,4km,거리,"거리, 시간, 속력의 관계","""시간 = 거리 ÷ 속력"" 관계를 생각하고 표나 그림으로 정리해보자"
4,E,본문제,8km 떨어진 지역까지 가는데 출발하여 시속 5km로 걷다가 어떤 지점부터 시속 6km로 달렸더니 총 1시간 30분이 걸렸다. 이때 시속 6km로 달린 거리를 구하시오.,"구해야하는 것은 무엇인가요?
① 시속 5km로 걸은 시간
② 시속 5km로 걸은 거리
③ 시속 6km로 달린 시간
④ 시속 6km로 달린 거리",시속 6km로 달린 거리,④,방정식을 쉽게 만들려면 무엇을 x로 정하면 좋을까요?,시속 6km로 달린 거리,"시속 6 km로 달린 거리가 x km이고 전체 거리가 8 km일 때, ""시속 5 km로 걸을 때 걸린 시간""과 ""시속 6 km로 달릴 때 걸린 시간""을 각각 x를 사용한 식으로 표현해보자. (답 2개)
① 시속 5 km로 걸을 때 걸린 시간
② 시속 6 km로 달릴 때 걸린 시간","(8-x)/5,
x/6","""시속 5 km로 걸은 시간 ((8-x)/5)와 시속 6 km로 달린 시간 (x/6)의 합이 1시간 30분이다."" 이를 방정식으로 표현해보자.",(8-x)/5+x/6=3/2,4단계에서 세운 방정식의 해를 구해봅시다.,x=3,시속 6km로 달린 거리는 몇 km인가요?,3km,운동,"거리, 시간, 속력의 관계","""시간 = 거리 ÷ 속력"" 관계를 생각하고 표나 그림으로 정리해보자"
4,E,유사문제1,10km 떨어진 지역까지 가는데 출발하여 시속 4km로 걷다가 어떤 지점부터 시속 6km로 달렸더니 총 2시간이 걸렸다. 이때 시속 6km로 달린 거리를 구하시오.,"구해야하는 것은 무엇인가요?
① 시속 6km로 달린 시간
② 시속 6km로 달린 거리
③ 시속 4km로 걸은 시간
④ 시속 4km로 걸은 거리",시속 6km로 달린 거리,②,방정식을 쉽게 만들려면 무엇을 x로 정하면 좋을까요?,시속 6km로 달린 거리,"시속 6 km로 달린 거리가 x km이고 전체 거리가 10 km일 때, ""시속 4 km로 걸을 때 걸린 시간""과 ""시속 6 km로 달릴 때 걸린 시간""을 각각 x를 사용한 식으로 표현해보자. (답 2개)
① 시속 4 km로 걸을 때 걸린 시간
② 시속 6 km로 달릴 때 걸린 시간","(10-x)/4,
x/6","""시속 4 km로 걸은 시간 ((10-x)/4)와 시속 6 km로 달린 시간 (x/6)의 합이 2시간이다."" 이를 방정식으로 표현해보자.",(10-x)/4+x/6=2,4단계에서 세운 방정식의 해를 구해봅시다.,x=6,시속 6km로 달린 거리는 몇 km인가요?,6km,운동,"거리, 시간, 속력의 관계","""시간 = 거리 ÷ 속력"" 관계를 생각하고 표나 그림으로 정리해보자"
5,A,본문제,"사탕을 학생들에게 4개씩 주면 7개가 남고, 5개씩 주면 3개가 부족하다고 한다. 이때 사탕을 받은 학생 수를 구하시오.","구해야하는 것은 무엇인가요?
① 사탕의 총 개수
② 한 사람이 받는 사탕의 개수
③ 사탕을 받지 못한 학생 수
④ 사탕을 받은 학생 수",사탕을 받은 학생 수,④,방정식을 쉽게 만들려면 무엇을 x로 정하면 좋을까요?,사탕을 받은 학생 수,"사탕을 받은 학생 수가 x명일 때, “4개씩 주면 7개가 남는 경우의 사탕 개수”와 “5개씩 주면 3개가 부족한 경우의 사탕 개수”를 각각 x를 사용한 식으로 표현해보자. (답 2개)
① 학생들에게 사탕을 4개씩 주면 7개가 남는 경우의 사탕 개수
② 학생들에게 사탕을 5개씩 주면 3개가 부족한 경우의 사탕 개수","4x+7,
5x-3","""4개씩 주면 7개가 남는 경우의 사탕 개수(4x+7)와 5개씩 주면 3개가 부족한 경우의 사탕 개수(5x-3)는 같다."" 이를 방정식으로 표현해보자.",4x+7=5x-3,4단계에서 세운 방정식의 해를 구해봅시다.,x=10,사탕을 받은 학생 수는 몇 명인가요?,10명,간식,물건 개수 계산,"""사탕 개수= 학생 수  × 학생 1명이 받는 사탕수"" 이다"
5,A,유사문제1,"초콜릿을 학생들에게 3개씩 주면 8개가 남고, 4개씩 주면 2개가 부족하다고 한다. 이때 초콜릿을 받은 학생 수를 구하시오.","구해야하는 것은 무엇인가요?
① 초콜릿을 받은 학생 수
② 초콜릿을 받지 못한 학생 수
③ 초콜릿의 총 개수
④ 한 사람이 받는 초콜릿의 개수",초콜릿을 받은 학생 수,①,방정식을 쉽게 만들려면 무엇을 x로 정하면 좋을까요?,초콜릿을 받은 학생 수,"초콜릿을 받은 학생 수가 x명일 때, “3개씩 주면 8개가 남는 경우의 초콜릿 개수”와 “4개씩 주면 2개가 부족한 경우의 초콜릿 개수”를 각각 x를 사용한 식으로 표현해보자. (답 2개)
① 학생들에게 초콜릿을 3개씩 주면 8개가 남는 경우의 초콜릿 개수
② 학생들에게 초콜릿을 4개씩 주면 2개가 부족한 경우의 초콜릿 개수","3x+8,
4x-2","""3개씩 주면 8개가 남는 경우의 초콜릿 개수(3x+8)와 4개씩 주면 2개가 부족한 경우의 초콜릿 개수(4x-2)는 같다."" 이를 방정식으로 표현해보자.",3x+8=4x-2,4단계에서 세운 방정식의 해를 구해봅시다.,x=10,초콜릿을 받은 학생 수는 몇 명인가요?,10명,간식,물건 개수 계산,"""초콜릿 개수= 학생 수  × 학생 1명이 받는 초콜릿수"" 이다"
5,B,본문제,"집과 도서관 사이를 왕복하는데 갈 때는 시속 3km, 올 때는 시속 4km로 걸어 올 때 걸린 시간이 갈 때 걸린 시간보다 20분 덜 걸렸다. 집과 도서관 사이의 거리를 구하시오.","구해야하는 것은 무엇인가요?
① 집과 도서관 사이의 거리
② 집에서 도서관까지 가는데 걸린 시간
③ 도서관에서 집까지 오는데 걸린 시간
④ 집에서 도서관까지 왕복하는데 걸은 속력",집과 도서관 사이의 거리,①,방정식을 쉽게 만들려면 무엇을 x로 정하면 좋을까요?,집과 도서관 사이의 거리,"집과 도서관 사이의 거리가 x km일 때, “시속 3 km로 갈 때 걸린 시간”과 “시속 4 km로 올 때 걸린 시간”을 각각 x를 사용한 식으로 표현해보자. (답 2개)
① 시속 3 km로 갈 때 걸린 시간
② 시속 4 km로 올 때 걸린 시간","x/3,
x/4","""시속 3 km로 갈 때 걸린 시간(x/3)이 시속 4 km로 올 때 걸린 시간(x/4)보다 20분 더 길다. 더 짧게 걸린 시속 4km로 올 때 걸린 시간에 20분을 더하면 시속 3km로 갈 때 걸린 시간과 같다."" 이를 방정식으로 표현해보자.",x/3=x/4+1/3,4단계에서 세운 방정식의 해를 구해봅시다.,x=4,집과 도서관 사이의 거리는 몇 km인가요?,4km,공부,"거리, 시간, 속력의 관계","""시간 = 거리 ÷ 속력"" 관계를 생각하고 표나 그림으로 정리해보자"
5,B,유사문제1,"집과 체육관 사이를 왕복하는데 갈 때는 시속 4km, 올 때는 시속 6km로 걸어 올 때 걸린 시간이 갈 때 걸린 시간보다 20분 덜 걸렸다. 집과 체육관 사이의 거리를 구하시오.","구해야하는 것은 무엇인가요?
① 집에서 체육관까지 가는데 걸린 시간
② 체육관에서 집까지 오는데 걸린 시간
③ 집과 체육관 사이의 거리
④ 집에서 체육관까지 왕복하는데 걸은 속력",집과 체육관 사이의 거리,③,방정식을 쉽게 만들려면 무엇을 x로 정하면 좋을까요?,집과 체육관 사이의 거리,"집과 체육관 사이의 거리가 x km일 때, “시속 4 km로 갈 때 걸린 시간”과 “시속 6 km로 올 때 걸린 시간”을 각각 x를 사용한 식으로 표현해보자. (답 2개)
① 시속 4 km로 갈 때 걸린 시간
② 시속 6 km로 올 때 걸린 시간","x/4,
x/6","""시속 4 km로 갈 때 걸린 시간(x/4)이 시속 6 km로 올 때 걸린 시간(x/6)보다 20분 더 길다. 더 짧게 걸린 시속 6 km로 올 때 걸린 시간에 20분을 더하면 시속 4 km로 갈 때 걸린 시간과 같다."" 이를 방정식으로 표현해보자.",x/4=x/6+1/3,4단계에서 세운 방정식의 해를 구해봅시다.,x=4,집과 체육관 사이의 거리는 몇 km인가요?,4km,공부,"거리, 시간, 속력의 관계","""시간 = 거리 ÷ 속력"" 관계를 생각하고 표나 그림으로 정리해보자"
5,C,본문제,"수련회에 참석한 학생들을 방에 배정하려고 한다. 한 방에 6명씩 배정하면 4명이 남고, 7명씩 배정하면 5명이 남는데 6명씩 배정할 때보다 방 1개가 줄어든다. 이때 수련회에 참석한 학생 수를 구하시오.","구해야하는 것은 무엇인가요?
① 6명의 학생이 사용한 방의 개수
② 수련회에 참석한 학생 수
③ 학생들이 사용한 방의 개수
④ 학생들이 사용하지 않고 남은 방의 개수",수련회에 참석한 학생 수,②,방정식을 쉽게 만들려면 무엇을 x로 정하면 좋을까요?,수련회에 배정된 방의 개수,"수련회에 배정된 방의 개수가 x개일 때, “한 방에 6명씩 배정하고 4명이 남는 경우의 학생 수”와 “한 방에 7명씩 배정하고 5명이 남으며 방을 1개 적게 사용하는 경우의 학생 수”를 각각 x를 사용한 식으로 표현해보자. (답 2개)
① 한 방에 6명씩 배정하고 4명이 남는 경우의 학생 수
② 한 방에 7명씩 배정하고 5명이 남으며 방을 1개 적게 사용하는 경우의 학생 수","6x+4,
7(x-1)+5","""한 방에 6명씩 배정하고 4명이 남는 경우의 학생 수(6x+4)와 한 방에 7명씩 배정하고 5명이 남으며 방을 1개 적게 사용하는 경우의 학생 수(7(x-1)+5)는 같다."" 이를 방정식으로 표현해보자.",6x+4=7(x-1)+5,4단계에서 세운 방정식의 해를 구해봅시다.,x=6,5단계에서 구한 x의 값은 6명씩 배정할 때 사용한 방의 개수입니다. 한 방에 6명씩 배정하고 4명이 남을 때의 학생 수를 구해봅시다.,40명,여행,사람수 계산,"""학생 수 = 방의 개수 × 방 1개에 들어가는 학생 수+ 남은 학생 수"" 이다"
5,C,유사문제1,"캠프에 참석한 학생들을 방에 배정하려고 한다. 한 방에 5명씩 배정하면 3명이 남고, 6명씩 배정하면 4명이 남는데 5명씩 배정할 때보다 방 1개가 줄어든다. 이때 캠프에 참석한 학생 수를 구하시오.","구해야하는 것은 무엇인가요?
① 캠프에 참석한 학생 수
② 학생들이 사용한 방의 개수
③ 학생들이 사용하지 않고 남은 방의 개수
④ 5명의 학생이 사용한 방의 개수",캠프에 참석한 학생 수,①,방정식을 쉽게 만들려면 무엇을 x로 정하면 좋을까요?,캠프에 배정된 방의 개수,"캠프에 배정된 방의 개수가 x개일 때, “한 방에 5명씩 배정하고 3명이 남는 경우의 학생 수”와 “한 방에 6명씩 배정하고 4명이 남으며 방을 1개 적게 사용하는 경우의 학생 수”를 각각 x를 사용한 식으로 표현해보자. (답 2개)
① 한 방에 5명씩 배정하고 3명이 남는 경우의 학생 수
② 한 방에 6명씩 배정하고 4명이 남으며 방을 1개 적게 사용하는 경우의 학생 수","5x+3,
6(x-1)+4","""한 방에 5명씩 배정하고 3명이 남는 경우의 학생 수(5x+3)와 한 방에 6명씩 배정하고 4명이 남으며 방을 1개 적게 사용하는 경우의 학생 수(6(x-1)+4)는 같다."" 이를 방정식으로 표현해보자.",5x+3=6(x-1)+4,4단계에서 세운 방정식의 해를 구해봅시다.,x=5,5단계에서 구한 x의 값은 5명씩 배정할 때 사용한 방의 개수입니다. 한 방에 5명씩 배정하고 3명이 남을 때의 학생 수를 구해봅시다.,28명,여행,사람수 계산,"""학생 수 = 방의 개수 × 방 1개에 들어가는 학생 수+ 남은 학생 수"" 이다"
5,D,본문제,"동생이 집에서 출발한 지 20분 후에 형이 같은 길을 따라 동생을 만나러 갔다. 동생은 시속 4km의 속력으로 걷고, 형은 시속 6km의 속력으로 뛰었을 때, 형이 집에서 출발한 지 몇 분 후에 동생을 만나는지 구하시오.","구해야하는 것은 무엇인가요?
① 동생이 걸은 거리
② 형이 걸은 거리
③ 동생이 걸은 시간
④ 형이 출발 후 동생과 만날 때까지 걸린 시간",형이 출발 후 동생과 만날 때까지 걸린 시간,④,방정식을 쉽게 만들려면 무엇을 x로 정하면 좋을까요?,형이 출발 후 동생과 만날 때까지 걸린 시간,"""형이 출발하여 동생과 만날 때까지 걸린 시간이 x시간일 때, 20분 먼저 출발한 동생이 걸은 시간""을 x를 사용한 식으로 표현해보자.",x+1/3,"""형이 출발하여 동생을 만날 때까지 걸린 시간은 x시간이고, 동생이 걸은 시간은 (x+1/3)시간이다. 형과 동생이 만났으므로 두 사람이 이동한 거리는 같다."" 이를 방정식으로 표현해보자.",6x=4(x+1/3),4단계에서 세운 방정식의 해를 구해봅시다.,x=2/3,형이 집에서 출발한 지 몇 분 후에 동생을 만나나요?,40분,약속,"거리, 시간, 속력의 관계","""거리 = 시간 × 속력"" 관계를 생각하고 표나 그림으로 정리해보자"
5,D,유사문제1,"동생이 집에서 출발한 지 30분 후에 형이 같은 길을 따라 동생을 만나러 갔다. 동생은 시속 3km의 속력으로 걷고, 형은 시속 6km의 속력으로 뛰었을 때, 형이 집에서 출발한 지 몇 분 후에 동생을 만나는지 구하시오.","구해야하는 것은 무엇인가요?
① 동생이 걸은 거리
② 동생이 걸은 시간
③ 형이 출발 후 동생과 만날 때까지 걸린 시간
④ 형이 걸은 거리",형이 출발 후 동생과 만날 때까지 걸린 시간,③,방정식을 쉽게 만들려면 무엇을 x로 정하면 좋을까요?,형이 출발 후 동생과 만날 때까지 걸린 시간,"""형이 출발하여 동생과 만날 때까지 걸린 시간이 x시간일 때, 30분 먼저 출발한 동생이 걸은 시간""을 x를 사용한 식으로 표현해보자.",x+1/2,"""형이 출발하여 동생을 만날 때까지 걸린 시간은 x시간이고, 동생이 걸은 시간은 (x+1/2)시간이다. 형과 동생이 만났으므로 두 사람이 이동한 거리는 같다."" 이를 방정식으로 표현해보자.",6x=3(x+1/2),4단계에서 세운 방정식의 해를 구해봅시다.,x=1/2,형이 출발한 지 몇 분 후에 동생을 만나나요?,30분,약속,"거리, 시간, 속력의 관계","""거리 = 시간 × 속력"" 관계를 생각하고 표나 그림으로 정리해보자"
5,E,본문제,"전체 학생의 1/4은 지역 A에, 전체 학생의 1/5은 지역 B에, 전체 학생의 3/10은 지역 C에, 나머지 5명은 지역 D에 살고 있다. 전체 학생 중 지역 C에 살고 있는 학생 수를 구하시오.","구해야하는 것은 무엇인가요?
① 전체 학생 수
② 지역 A에 살고 있는 학생 수
③ 지역 B에 살고 있는 학생 수
④ 지역 C에 살고 있는 학생 수",지역 C에 살고 있는 학생 수,④,방정식을 쉽게 만들려면 무엇을 x로 정하면 좋을까요?,전체 학생 수,"전체 학생 수가 x명일 때, “지역 A에 사는 학생 수”, “지역 B에 사는 학생 수”, “지역 C에 사는 학생 수”를 각각 x를 사용한 식으로 표현해보자. (답 3개)
① 지역 A에 사는 학생 수
② 지역 B에 사는 학생 수
③ 지역 C에 사는 학생 수","(1/4)x,
(1/5)x,
(3/10)x","""지역 A의 학생 수((1/4)x), 지역 B의 학생 수((1/5)x), 지역 C의 학생 수((3/10)x), 지역 D의 학생 수(5명)를 모두 더하면 전체 학생 수(x명)와 같다."" 이를 방정식으로 표현해보자.",(1/4)x+(1/5)x+(3/10)x+5=x,4단계에서 세운 방정식의 해를 구해봅시다.,x=20,5단계에서 구한 x의 값은 전체 학생 수입니다. 지역 C에는 전체 학생의 3/10이 살고 있습니다. 지역 C에 사는 학생 수를 구해봅시다.,6명,인구,비율,"전체 학생의 1/4 은 ""1/4 × 전체 학생 수"" 이다"
