단계,유형,type,단계_순서,힌트내용
5,E,유사문제1,1,문제에서 구하려는 것은 [RED: 지역 (C)에 살고 있는 (학생수)는 몇 명인가?]
5,E,유사문제1,2,구하려는 것을 [RED: x]라고 한다면 어떻게 표현할 수 있을까요?
5,E,유사문제1,3,"문제의 조건 '[RED: 전체 학생수를 x라 할때, 지역 A, 지역 B, 지역 C에 살고 있는 학생수]를 각각 x를 사용한' 식으로 바꿔볼 수 있을까요?"
5,E,유사문제1,4,조건을 만족하는 [RED: 방정식]은 어떻게 세울 수 있을까요?
5,E,유사문제1,5,분수 또는 소수를 [RED: 정수]로 만들기 위해 어떤 수를 곱하면 될까요?
5,E,유사문제1,6,구한 [RED: x]값을 사용하여 최종 답을 확인해볼까요?
5,E,유사문제2,1,문제에서 구하려는 것은 [RED: 지역 (C)에 살고 있는 (학생수)는 몇 명인가?]
5,E,유사문제2,2,구하려는 것을 [RED: x]라고 한다면 어떻게 표현할 수 있을까요?
5,E,유사문제2,3,"문제의 조건 '[RED: 전체 학생수를 x라 할때, 지역 A, 지역 B, 지역 C에 살고 있는 학생수]를 각각 x를 사용한' 식으로 바꿔볼 수 있을까요?"
5,E,유사문제2,4,조건을 만족하는 [RED: 방정식]은 어떻게 세울 수 있을까요?
5,E,유사문제2,5,분수 또는 소수를 [RED: 정수]로 만들기 위해 어떤 수를 곱하면 될까요?
5,E,유사문제2,6,구한 [RED: x]값을 사용하여 최종 답을 확인해볼까요?
6,A,본문제,1,문제에서 구하려는 것은 [RED: 두 사람이 출발 후 다시 만날때 까지 걸린 (시간)은 얼마인가?]
6,A,본문제,2,구하려는 것을 [RED: x]라고 한다면 어떻게 표현할 수 있을까요?
6,A,본문제,3,"공식 '[RED:거리=시간×속력]'을 이용해 문제의 조건 '[RED: 두 사람이 출발 후 다시 만나는 데 걸린 시간을 x분이라 할때, 지호와 세은이가 이동한 거리]를 각각 x를 사용한' 식으로 바꿔볼 수 있을까요?"
6,A,본문제,4,공식'[RED:거리=시간×속력]'을 이용해 조건을 만족하는 [RED: 방정식]은 어떻게 세울 수 있을까요?
6,A,본문제,5,"[RED: x]를 포함한 항은 좌변으로, 상수항은 우변으로 각각 이항하여 정리합니다."
6,A,본문제,6,구한 [RED: x]값을 사용하여 최종 답을 확인해볼까요?
6,A,유사문제1,1,문제에서 구하려는 것은 [RED: 두 사람이 출발 후 다시 만날때 까지 걸린 (시간)은 얼마인가?]
6,A,유사문제1,2,구하려는 것을 [RED: x]라고 한다면 어떻게 표현할 수 있을까요?
6,A,유사문제1,3,"공식 '[RED:거리=시간×속력]'을 이용해 문제의 조건 '[RED: 두 사람이 출발 후 다시 만나는 데 걸린 시간을 x분이라 할때, 도윤이와 서아가 이동한 거리]를 각각 x를 사용한' 식으로 바꿔볼 수 있을까요?"
6,A,유사문제1,4,공식'[RED:거리=시간×속력]'을 이용해 조건을 만족하는 [RED: 방정식]은 어떻게 세울 수 있을까요?
6,A,유사문제1,5,"[RED: x]를 포함한 항은 좌변으로, 상수항은 우변으로 각각 이항하여 정리합니다."
6,A,유사문제1,6,구한 [RED: x]값을 사용하여 최종 답을 확인해볼까요?
6,A,유사문제2,1,문제에서 구하려는 것은 [RED: 두 사람이 출발 후 다시 만날때 까지 걸린 (시간)은 얼마인가?]
6,A,유사문제2,2,구하려는 것을 [RED: x]라고 한다면 어떻게 표현할 수 있을까요?
6,A,유사문제2,3,"공식 '[RED:거리=시간×속력]'을 이용해 문제의 조건 '[RED: 두 사람이 출발 후 다시 만나는 데 걸린 시간을 x분이라 할때, 민준이와 하은이가 이동한 거리]를 각각 x를 사용한' 식으로 바꿔볼 수 있을까요?"
6,A,유사문제2,4,공식'[RED:거리=시간×속력]'을 이용해 조건을 만족하는 [RED: 방정식]은 어떻게 세울 수 있을까요?
6,A,유사문제2,5,"[RED: x]를 포함한 항은 좌변으로, 상수항은 우변으로 각각 이항하여 정리합니다."
6,A,유사문제2,6,구한 [RED: x]값을 사용하여 최종 답을 확인해볼까요?
6,B,본문제,1,문제에서 구하려는 것은 [RED: 두 사람이 출발 후 만날때 까지 걸린 (시간)은 얼마인가?]
6,B,본문제,2,구하려는 것을 [RED: x]라고 한다면 어떻게 표현할 수 있을까요?
6,B,본문제,3,"공식 '[RED:거리=시간×속력]'을 이용해 문제의 조건 '[RED: 두 사람이 출발 후 만나는 데 걸린 시간을 x분이라 할때, 현주와 진수가 이동한 거리를 각각 x를 사용한]' 식으로 바꿔볼 수 있을까요?"
6,B,본문제,4,공식'[RED:거리=시간×속력]'을 이용해 조건을 만족하는 [RED: 방정식]은 어떻게 세울 수 있을까요?
6,B,본문제,5,"[RED: x]를 포함한 항은 좌변으로, 상수항은 우변으로 각각 이항하여 정리합니다."
6,B,본문제,6,구한 [RED: x]값을 사용하여 최종 답을 확인해볼까요?
6,B,유사문제1,1,문제에서 구하려는 것은 [RED: 두 사람이 출발 후 만날때 까지 걸린 (시간)은 얼마인가?]
6,B,유사문제1,2,구하려는 것을 [RED: x]라고 한다면 어떻게 표현할 수 있을까요?
6,B,유사문제1,3,"공식 '[RED:거리=시간×속력]'을 이용해 문제의 조건 '[RED: 두 사람이 출발 후 만나는 데 걸린 시간을 x분이라 할때, 유나와 지훈이가 이동한 거리를 각각 x를 사용한]' 식으로 바꿔볼 수 있을까요?"
6,B,유사문제1,4,공식'[RED:거리=시간×속력]'을 이용해 조건을 만족하는 [RED: 방정식]은 어떻게 세울 수 있을까요?
6,B,유사문제1,5,"[RED: x]를 포함한 항은 좌변으로, 상수항은 우변으로 각각 이항하여 정리합니다."
6,B,유사문제1,6,구한 [RED: x]값을 사용하여 최종 답을 확인해볼까요?
6,B,유사문제2,1,문제에서 구하려는 것은 [RED: 두 사람이 출발 후 만날때 까지 걸린 (시간)은 얼마인가?]
6,B,유사문제2,2,구하려는 것을 [RED: x]라고 한다면 어떻게 표현할 수 있을까요?
6,B,유사문제2,3,"공식 '[RED:거리=시간×속력]'을 이용해 문제의 조건 '[RED: 두 사람이 출발 후 만나는 데 걸린 시간을 x분이라 할때, 서준이와 민서가 이동한 거리를 각각 x를 사용한]' 식으로 바꿔볼 수 있을까요?"
6,B,유사문제2,4,공식'[RED:거리=시간×속력]'을 이용해 조건을 만족하는 [RED: 방정식]은 어떻게 세울 수 있을까요?
6,B,유사문제2,5,"[RED: x]를 포함한 항은 좌변으로, 상수항은 우변으로 각각 이항하여 정리합니다."
6,B,유사문제2,6,구한 [RED: x]값을 사용하여 최종 답을 확인해볼까요?
6,C,본문제,1,문제에서 구하려는 것은 [RED: 기차의 (길이)는 몇 m인가?]
6,C,본문제,2,구하려는 것을 [RED: x]라고 한다면 어떻게 표현할 수 있을까요?
6,C,본문제,3,"공식 '[RED:속력=거리/시간]'을 이용해 문제의 조건 '[RED: 기차의 길이를 x m라 할 때, 터널과 다리를 완전히 빠져나갈때 기차의 속력(초속)]을 각각 x를 사용한' 식으로 바꿔볼 수 있을까요?"
6,C,본문제,4,공식'[RED:속력=거리/시간]'을 이용해 조건을 만족하는 [RED: 방정식]은 어떻게 세울 수 있을까요?
6,C,본문제,5,분수 또는 소수를 [RED: 정수]로 만들기 위해 어떤 수를 곱하면 될까요?
6,C,본문제,6,구한 [RED: x]값을 사용하여 최종 답을 확인해볼까요?
6,C,유사문제1,1,문제에서 구하려는 것은 [RED: 기차의 (길이)는 몇 m인가?]
6,C,유사문제1,2,구하려는 것을 [RED: x]라고 한다면 어떻게 표현할 수 있을까요?
6,C,유사문제1,3,"공식 '[RED:속력=거리/시간]'을 이용해 문제의 조건 '[RED: 기차의 길이를 x m라 할 때, 터널과 다리를 완전히 빠져나갈때 기차의 속력(초속)]을 각각 x를 사용한' 식으로 바꿔볼 수 있을까요?"
6,C,유사문제1,4,공식'[RED:속력=거리/시간]'을 이용해 조건을 만족하는 [RED: 방정식]은 어떻게 세울 수 있을까요?
6,C,유사문제1,5,분수 또는 소수를 [RED: 정수]로 만들기 위해 어떤 수를 곱하면 될까요?
6,C,유사문제1,6,구한 [RED: x]값을 사용하여 최종 답을 확인해볼까요?
6,C,유사문제2,1,문제에서 구하려는 것은 [RED: 기차의 (길이)는 몇 m인가?]
6,C,유사문제2,2,구하려는 것을 [RED: x]라고 한다면 어떻게 표현할 수 있을까요?
6,C,유사문제2,3,"공식 '[RED:속력=거리/시간]'을 이용해 문제의 조건 '[RED: 기차의 길이를 x m라 할 때, 터널과 다리를 완전히 빠져나갈때 기차의 속력(초속)]을 각각 x를 사용한' 식으로 바꿔볼 수 있을까요?"
6,C,유사문제2,4,공식'[RED:속력=거리/시간]'을 이용해 조건을 만족하는 [RED: 방정식]은 어떻게 세울 수 있을까요?
6,C,유사문제2,5,분수 또는 소수를 [RED: 정수]로 만들기 위해 어떤 수를 곱하면 될까요?
6,C,유사문제2,6,구한 [RED: x]값을 사용하여 최종 답을 확인해볼까요?
6,D,본문제,1,문제에서 구하려는 것은 [RED: (올해) (남학생)의 수는 몇 명인가?]
6,D,본문제,2,구하려는 것을 [RED: x]라고 한다면 어떻게 표현할 수 있을까요?
6,D,본문제,3,"문제의 조건 '[RED: 작년 남학생 수를 x라 할 때, 작년 여학생 수]를 x를 사용한' 식으로 바꿔볼 수 있을까요?"
6,D,본문제,4,조건을 만족하는 [RED: 방정식]은 어떻게 세울 수 있을까요?
6,D,본문제,5,분수 또는 소수를 [RED: 정수]로 만들기 위해 어떤 수를 곱하면 될까요?
6,D,본문제,6,구한 [RED: x]값을 사용하여 최종 답을 확인해볼까요?
6,D,유사문제1,1,문제에서 구하려는 것은 [RED: (올해) (남학생)의 수는 몇 명인가?]
6,D,유사문제1,2,구하려는 것을 [RED: x]라고 한다면 어떻게 표현할 수 있을까요?
6,D,유사문제1,3,"문제의 조건 '[RED: 작년 남학생 수를 x라 할 때, 작년 여학생 수]를 x를 사용한' 식으로 바꿔볼 수 있을까요?"
6,D,유사문제1,4,조건을 만족하는 [RED: 방정식]은 어떻게 세울 수 있을까요?
6,D,유사문제1,5,분수 또는 소수를 [RED: 정수]로 만들기 위해 어떤 수를 곱하면 될까요?
6,D,유사문제1,6,구한 [RED: x]값을 사용하여 최종 답을 확인해볼까요?
6,D,유사문제2,1,문제에서 구하려는 것은 [RED: (올해) (남학생)의 수는 몇 명인가?]
6,D,유사문제2,2,구하려는 것을 [RED: x]라고 한다면 어떻게 표현할 수 있을까요?
6,D,유사문제2,3,"문제의 조건 '[RED: 작년 남학생 수를 x라 할 때, 작년 여학생 수]를 x를 사용한' 식으로 바꿔볼 수 있을까요?"
6,D,유사문제2,4,조건을 만족하는 [RED: 방정식]은 어떻게 세울 수 있을까요?
6,D,유사문제2,5,분수 또는 소수를 [RED: 정수]로 만들기 위해 어떤 수를 곱하면 될까요?
6,D,유사문제2,6,구한 [RED: x]값을 사용하여 최종 답을 확인해볼까요?
6,E,본문제,1,문제에서 구하려는 것은 [RED: (은지)가 일 한 날 수는 며칠인가?]
6,E,본문제,2,구하려는 것을 [RED: x]라고 한다면 어떻게 표현할 수 있을까요?
6,E,본문제,3,"문제의 조건 '[RED: 은지가 일 한 날 수를 x라 할 때, 미희가 일 한 날 수]를 x를 사용한' 식으로 바꿔볼 수 있을까요?"
6,E,본문제,4,조건을 만족하는 [RED: 방정식]은 어떻게 세울 수 있을까요?
6,E,본문제,5,분수 또는 소수를 [RED: 정수]로 만들기 위해 어떤 수를 곱하면 될까요?
6,E,본문제,6,구한 [RED: x]값을 사용하여 최종 답을 확인해볼까요?
6,E,유사문제1,1,문제에서 구하려는 것은 [RED: (수진)이가 일 한 날 수는 며칠인가?]
6,E,유사문제1,2,구하려는 것을 [RED: x]라고 한다면 어떻게 표현할 수 있을까요?
6,E,유사문제1,3,"문제의 조건 '[RED: 수진이가 일 한 날 수를 x라 할 때, 민지가 일 한 날 수]를 x를 사용한' 식으로 바꿔볼 수 있을까요?"
6,E,유사문제1,4,조건을 만족하는 [RED: 방정식]은 어떻게 세울 수 있을까요?
6,E,유사문제1,5,분수 또는 소수를 [RED: 정수]로 만들기 위해 어떤 수를 곱하면 될까요?
6,E,유사문제1,6,구한 [RED: x]값을 사용하여 최종 답을 확인해볼까요?
6,E,유사문제2,1,문제에서 구하려는 것은 [RED: (지호)가 일 한 날 수는 며칠인가?]
6,E,유사문제2,2,구하려는 것을 [RED: x]라고 한다면 어떻게 표현할 수 있을까요?
6,E,유사문제2,3,"문제의 조건 '[RED: 지호가 일 한 날 수를 x라 할 때, 예나가 일 한 날 수]를 x를 사용한' 식으로 바꿔볼 수 있을까요?"
6,E,유사문제2,4,조건을 만족하는 [RED: 방정식]은 어떻게 세울 수 있을까요?
6,E,유사문제2,5,분수 또는 소수를 [RED: 정수]로 만들기 위해 어떤 수를 곱하면 될까요?
6,E,유사문제2,6,구한 [RED: x]값을 사용하여 최종 답을 확인해볼까요?
6,F,본문제,1,문제에서 구하려는 것은 [RED: 두 사람의 꽃의 개수가 같아질때 까지 걸린 (시간)은 얼마인가?]
6,F,본문제,2,구하려는 것을 [RED: x]라고 한다면 어떻게 표현할 수 있을까요?
6,F,본문제,3,"문제의 조건 '[RED: 두 사람의 꽃의 개수가 같아지는데 걸린 시간을 x분이라 할 때, 하민이와 민수가 동시에 만든 꽃의 개수]를 각각 x를 사용한' 식으로 바꿔볼 수 있을까요?"
6,F,본문제,4,조건을 만족하는 [RED: 방정식]은 어떻게 세울 수 있을까요?
6,F,본문제,5,분수 또는 소수를 [RED: 정수]로 만들기 위해 어떤 수를 곱하면 될까요?
6,F,본문제,6,구한 [RED: x]값을 사용하여 최종 답을 확인해볼까요?
6,F,유사문제1,1,문제에서 구하려는 것은 [RED: 두 사람의 별의 개수가 같아질때 까지 걸린 (시간)은 얼마인가?]
6,F,유사문제1,2,구하려는 것을 [RED: x]라고 한다면 어떻게 표현할 수 있을까요?
6,F,유사문제1,3,"문제의 조건 '[RED: 두 사람의 별의 개수가 같아지는데 걸린 시간을 x분이라 할 때, 서연이와 민재가 동시에 만든 별의 개수]를 각각 x를 사용한' 식으로 바꿔볼 수 있을까요?"
6,F,유사문제1,4,조건을 만족하는 [RED: 방정식]은 어떻게 세울 수 있을까요?
6,F,유사문제1,5,분수 또는 소수를 [RED: 정수]로 만들기 위해 어떤 수를 곱하면 될까요?
6,F,유사문제1,6,구한 [RED: x]값을 사용하여 최종 답을 확인해볼까요?
6,F,유사문제2,1,문제에서 구하려는 것은 [RED: 두 사람의 학의 개수가 같아질때 까지 걸린 (시간)은 얼마인가?]
6,F,유사문제2,2,구하려는 것을 [RED: x]라고 한다면 어떻게 표현할 수 있을까요?
6,F,유사문제2,3,"문제의 조건 '[RED: 두 사람의 학의 개수가 같아지는데 걸린 시간을 x분이라 할 때, 하린이와 준호가 동시에 만든 학의 개수]를 각각 x를 사용한' 식으로 바꿔볼 수 있을까요?"
6,F,유사문제2,4,조건을 만족하는 [RED: 방정식]은 어떻게 세울 수 있을까요?
6,F,유사문제2,5,분수 또는 소수를 [RED: 정수]로 만들기 위해 어떤 수를 곱하면 될까요?
6,F,유사문제2,6,구한 [RED: x]값을 사용하여 최종 답을 확인해볼까요?
6,G,본문제,1,문제에서 구하려는 것은 [RED: 상품의 (원가)는 얼마인가?]
6,G,본문제,2,구하려는 것을 [RED: x]라고 한다면 어떻게 표현할 수 있을까요?
6,G,본문제,3,"문제의 조건 '[RED: 상품의 원가를 x원이라 할 때, 상품의 정가]를 x를 사용한' 식으로 바꿔볼 수 있을까요?"
6,G,본문제,4,조건을 만족하는 [RED: 방정식]은 어떻게 세울 수 있을까요?
6,G,본문제,5,분수 또는 소수를 [RED: 정수]로 만들기 위해 어떤 수를 곱하면 될까요?
6,G,본문제,6,구한 [RED: x]값을 사용하여 최종 답을 확인해볼까요?
6,G,유사문제1,1,문제에서 구하려는 것은 [RED: 상품의 (원가)는 얼마인가?]
6,G,유사문제1,2,구하려는 것을 [RED: x]라고 한다면 어떻게 표현할 수 있을까요?
6,G,유사문제1,3,"문제의 조건 '[RED: 상품의 원가를 x원이라 할 때, 상품의 정가]를 x를 사용한' 식으로 바꿔볼 수 있을까요?"
6,G,유사문제1,4,조건을 만족하는 [RED: 방정식]은 어떻게 세울 수 있을까요?
6,G,유사문제1,5,분수 또는 소수를 [RED: 정수]로 만들기 위해 어떤 수를 곱하면 될까요?
6,G,유사문제1,6,구한 [RED: x]값을 사용하여 최종 답을 확인해볼까요?
6,G,유사문제2,1,문제에서 구하려는 것은 [RED: 상품의 (원가)는 얼마인가?]
6,G,유사문제2,2,구하려는 것을 [RED: x]라고 한다면 어떻게 표현할 수 있을까요?
6,G,유사문제2,3,"문제의 조건 '[RED: 상품의 원가를 x원이라 할 때, 상품의 정가]를 x를 사용한' 식으로 바꿔볼 수 있을까요?"
6,G,유사문제2,4,조건을 만족하는 [RED: 방정식]은 어떻게 세울 수 있을까요?
6,G,유사문제2,5,분수 또는 소수를 [RED: 정수]로 만들기 위해 어떤 수를 곱하면 될까요?
6,G,유사문제2,6,구한 [RED: x]값을 사용하여 최종 답을 확인해볼까요?
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
